发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
Yunduo是一朵云,02月11日22:52,来自iPhone客户端, //@吴亦凡Kris全球后援会:#O网页链接#新年快乐！！！,0,0,0,0
Yunduo是一朵云,02月11日22:52,来自iPhone客户端, //@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
有没有足够回忆能编织成棉被_,02月11日22:52,来自iPhone客户端, 【#吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
K-龟龟,02月11日22:52,来自小米10, #O网页链接#Happy牛yeah​​​,0,0,0,0
夹心胶必必瘤瘫,02月11日22:52,来自Android, //@每个你数据发电站:#O网页链接# #吴亦凡走路气势#隔着屏幕感受到了@Mr_凡先生的强大气场。天神哥哥新年走出了我们的心电图~#北京春晚后台的吴亦凡#,0,0,0,0
Miss_帆姑娘011,02月11日22:52,来自nova7Pro你在焦点在, 哥哥新年快乐呀！期待新专啊//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,1
她不吃蒜,02月11日22:53,来自iPhone客户端, 凡凡新年快乐#O网页链接#,0,0,0,0
沈娇娇五号,02月11日22:53,来自微博国际版, 7//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:53,来自微博国际版, 6//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
夏天_1106,02月11日22:53,来自iPhone客户端, //@超級無敵CHAI:哦吼我没了//@铮苏:我操！吴亦凡你带我走吧吴亦凡//@Ph值小于4:我淦呀！好登西！好登西！,0,0,0,0
沈娇娇五号,02月11日22:53,来自微博国际版, 5//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
葡萄小肉爱小李,02月11日22:53,来自vivo智能手机, #O网页链接#宝贝这个样子好显脸小，揉揉揉,0,0,0,0
沈娇娇五号,02月11日22:53,来自微博国际版, 4//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:53,来自微博国际版, 3//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:53,来自微博国际版, 2//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:53,来自微博国际版, 1//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
在那片极光海·20XX,02月11日22:53,, //@FanGalaxy_凡骑吧:#O网页链接#祝这位小宝贝岁岁常欢愉年年皆胜意,0,0,0,0
沉溺在深海里的花,02月11日22:53,来自nova6SE好看拍出来看, #吴亦凡走路气势#我七岁的妹妹看到这张照片，说：好像别人家的娃娃呀然后一直在我耳边喊，吴亦凡帅哥，吴亦凡帅哥​,0,0,0,1
在那片极光海·20XX,02月11日22:53,, //@吴亦凡吧-KrisBar:#O网页链接#新的一年我们凡凡平安健康，诸事顺遂，开开心心，自在坦荡！祝最爱的凡凡和每个你Happy牛year！,0,0,0,0
夹心胶必必瘤瘫,02月11日22:53,来自Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#凡凡子@Mr_凡先生的独家新年祝福已收到，也祝你假期快乐，新年亦凡风顺呀！#吴亦凡的日常贰叁事#,0,0,0,0
亦贰叁肆,02月11日22:53,来自iPhone客户端, 谢谢、新年快乐//@呼噜乌鱼饭头毛:谢谢阿室，新年快乐//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
李舒白的小可爱,02月11日22:53,来自iPhone客户端, #吴亦凡#|吴亦凡wyf51fkriswu,0,0,0,0
夹心胶必必瘤瘫,02月11日22:53,来自Android, //@BABYCHERRY_吴亦凡资源博:#O网页链接#过年好啊过年好收到凡凡子的新年祝福了祝大家心想事成，身体健康，明年见！@Mr_凡先生,0,0,0,0
-莫问前尘-,02月11日22:53,来自Android, 【#吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
菌恩胖操脑亭,02月11日22:53,来自Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
在那片极光海·20XX,02月11日22:53,, //@BABYCHERRY_吴亦凡资源博:#O网页链接#啊啊啊祝「吴」畏前行，「亦」飞冲天，「凡」事顺意，「牛」年大吉！,0,0,0,0
沈娇娇五号,02月11日22:54,来自微博国际版, 13//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
高贵路人S,02月11日22:54,来自小米MIX3滑盖全面屏, //@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
Galaxy_kwfan,02月11日22:54,来自HUAWEInova3i, //@因缺斯听hhhhhh:#O网页链接#新的一年愿你所得皆所愿所行亦无憾Happy牛year~@Mr_凡先生,0,0,0,0
WyfYyl,02月11日22:54,来自Android, #O网页链接#我凡凡新年快乐！//@吴亦凡吧-KrisBar:#O网页链接#新的一年我们凡凡平安健康，诸事顺遂，开开心心，自在坦荡！祝最爱的凡凡和每个你Happy牛year！,0,0,0,0
吴亦凡最可爱,02月11日22:54,来自华为手机畅享玩不停, //@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
huahua-still,02月11日22:54,来自iPhone客户端, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
待漫天飞花,02月11日22:54,来自小米5X拍人更美, #吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个选项，你也快来表态吧~#吴亦凡陪ni过新年#,0,0,0,0
沈娇娇五号,02月11日22:54,来自微博国际版, 11//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:54,来自微博国际版, //@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:54,来自微博国际版, 10//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
幸运run0,02月11日22:54,来自iPhone客户端, //@吴亦凡Kris全球后援会:#O网页链接#新年快乐！！！,0,0,0,0
沈娇娇五号,02月11日22:54,来自微博国际版, 8//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
温暖阳光看剧,02月11日22:54,来自微博weibo.com, 发布了头条文章：《敖丙撞脸吴亦凡，哪吒成机车男，《新神榜·哪吒重生》能否崛起？》O敖丙撞脸吴亦凡，哪吒成机车男，《新神榜·哪吒重生》能否崛起？​,0,0,0,0
亦贰叁肆,02月11日22:54,来自iPhone客户端, 谢谢，新年快乐//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
Anthony李埕镐,02月11日22:54,来自RedmiNote8Pro四摄, //@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
待漫天飞花,02月11日22:54,来自小米5X拍人更美, //@因缺斯听hhhhhh:#O网页链接#新的一年愿你所得皆所愿所行亦无憾Happy牛year~@Mr_凡先生,0,0,0,0
一起逃到银河系吗,02月11日22:54,来自HUAWEInova3, 新年快乐室室//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
夹心胶必必瘤瘫,02月11日22:54,来自Android, //@吴亦凡吧-KrisBar:#O网页链接#新的一年我们凡凡平安健康，诸事顺遂，开开心心，自在坦荡！祝最爱的凡凡和每个你Happy牛year！,0,0,0,0
Galaxy_kwfan,02月11日22:54,来自HUAWEInova3i, 谢谢小凡和阿室的祝福//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
夹心胶必必瘤瘫,02月11日22:54,来自Android, //@cFanYun:#O网页链接#祝凡凡新年快乐，万事顺意,0,0,0,0
DYLANwyf,02月11日22:54,来自华为畅享20Pro, #O网页链接#啦啦啦噜啦啦噜啦啦希望新的一年我和我的哥哥一起努力上进加油他做好他自己想做事业我被自己心仪的大学录取说到做到！​,0,0,0,4
矜持麻麻,02月11日22:54,来自iPhone11, ❤️//@吴亦凡图片视频:#吴亦凡陪NI过新年#福到啦！,0,0,0,0
夹心胶必必瘤瘫,02月11日22:54,来自Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, 18//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
高贵路人S,02月11日22:55,来自小米MIX3滑盖全面屏, #O网页链接#哥哥放着，我来贴！！哥哥真是逆生长，时间杀人不杀神,0,0,0,0
pokkkp,02月11日22:55,来自OPPOReno, 宝贝新年快乐@Mr_凡先生#吴亦凡陪NI过新年# #O网页链接#凡是过往皆为序章，所有将来皆为可盼,0,0,0,1
KCyu_卿亦,02月11日22:55,来自吴亦凡金属徽章超话, 吴亦凡金属徽章我正在#RingMe一环#记录#吴亦凡#的美好时光。每年365个的日夜，Ta已有192个重要事件被4207位粉丝一同铭记。快来加入我们，今后的时光，让我们相伴前行，为Ta记录每一份热爱。#RingMe一环#为蓝色光标旗下沉浸式追星分享互动平台，明星事件全记录，粉圈动态全搜罗，定制属于每个粉丝群体的专属追星乐园。v/x搜索【RingMe一环】。@RingMe一环  ,0,0,0,0
奈何情深缘浅20,02月11日22:55,来自Android, #吴亦凡北京台春晚录制#,0,0,0,0
caeu儿,02月11日22:55,来自Android, #O网页链接#大年三十杀八婆,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, 20//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, //@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, 19//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
小陈今天也很想次鱼蛋,02月11日22:55,来自小爷吴亦凡超话, 小爷吴亦凡我正在#爱豆生日汇#为#吴亦凡#打榜助力，Ta本月累计获得1257694朵应援花，排名第16！#爱豆生日汇#是一站式应援服务平台，拥有丰富真实的线上/线下投放资源。v/x搜索【爱豆生日汇】，加入打榜集结队伍，即可为Ta登顶榜单，赢取海量应援资源。@爱豆生日汇​,0,0,0,0
是洁妹哒_,02月11日22:55,来自realmeX全屏敢越级, 我参与了@Lollipop_吴亦凡安利博发起的【#吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”，你也快来表态吧~,0,0,0,0
lnnlnnqlgbyd,02月11日22:55,来自Android, //@吴亦凡Kris全球后援会:#O网页链接#新年快乐！！！,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, 17//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
lnnlnnqlgbyd,02月11日22:55,来自Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, 16//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
lnnlnnqlgbyd,02月11日22:55,来自Android, //@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, 15//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
keke嫒嫒,02月11日22:55,来自华为手机畅享玩不停, happy牛year//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
待漫天飞花,02月11日22:55,来自小米5X拍人更美, #吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我投给了“1@Mr_凡先生”这个选项，你也快来表态吧~#吴亦凡走路气势#‖#吴亦凡陪ni过新年#,0,0,0,0
沈娇娇五号,02月11日22:55,来自微博国际版, 14//@Dear_顾亦萱://@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
疯癫少女风情万种,02月11日22:55,来自iPhone11Pro, #O网页链接#我正在为吴亦凡打榜，吴亦凡现在排名第14，这个榜单福利超好，大家都在这儿打榜，快来加入我们吧！vx搜索小程序“爱豆星球”加入吴亦凡公会，一起打榜赢取福利！@爱豆星球2马来西亚·吉隆坡​,0,0,0,0
奈何情深缘浅20,02月11日22:56,来自Android, #吴亦凡北京台春晚录制#,0,0,0,0
yl有你1106520,02月11日22:56,来自小米6X拍人更美, 【#吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我给了“1@Mr_凡先生”，你也快来表态吧~,0,0,0,0
巫婆肉肉,02月11日22:56,来自iPhone客户端, #O网页链接# #吴亦凡#,0,0,0,0
xhyfxhxz,02月11日22:56,来自iPhone客户端, //@豆沙BBQ:震惊！吴亦凡18岁青涩照流出。,0,0,0,0
肉包200605,02月11日22:56,来自HUAWEIP30, #O网页链接#新年快乐,0,0,0,0
pntdung_164,02月11日22:56,来自微博国际版, #O网页链接#happynewyear🎇🎆🎉,0,0,0,0
奈何情深缘浅20,02月11日22:56,来自Android, #吴亦凡北京台春晚录制#,0,0,0,0
猪猪猪猪宅咿呀,02月11日22:56,来自iPhone客户端, #O网页链接#新年快乐,0,0,0,0
巫婆肉肉,02月11日22:56,来自iPhone客户端, //@FanGalaxy_凡骑吧:#O网页链接#祝这位小宝贝岁岁常欢愉年年皆胜意,0,0,0,0
巫婆肉肉,02月11日22:56,来自iPhone客户端, //@吴亦凡吧-KrisBar:#O网页链接#新的一年我们凡凡平安健康，诸事顺遂，开开心心，自在坦荡！祝最爱的凡凡和每个你Happy牛year！,0,0,0,0
银河系靓仔,02月11日22:56,来自iPad客户端, //@FANBAOBAO_吴亦凡宝宝站:#O网页链接#凡凡新年快乐,0,0,0,0
奈何情深缘浅20,02月11日22:56,来自Android, #吴亦凡北京台春晚录制#,0,0,0,0
亦翊子会飞,02月11日22:56,来自Android, //@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
奈何情深缘浅20,02月11日22:56,来自Android, #吴亦凡北京台春晚录制#,0,0,0,0
LIVEDEEPER-,02月11日22:56,来自iPhone客户端, #O网页链接#新年快乐呀工作顺利,0,0,0,0
只看见你凡,02月11日22:56,来自小米10青春版5G, #O网页链接#凡凡我们的第六年来啦,0,0,0,0
漫天飛花琴聲香,02月11日22:56,来自坚果手机, #O网页链接#小凡凡快樂健康，萬事如意！,0,0,0,0
一坨肉肉yue,02月11日22:56,来自vivoiQOO生而强悍, #O网页链接#冲冲冲,0,0,0,0
亦凡亦Galaxy,02月11日22:56,来自iPhone客户端, //@小奶唐://@小槡的乖宝北鼻凡://@FanGalaxy_凡骑吧:#O网页链接#凡凡子带着冬奥祝福祝大家除夕快乐啦@Mr_凡先生,0,0,0,0
Splendid苏ER,02月11日22:56,来自微博国际版, 哥！门上的福不行倒着贴！哥！哥！//@FANBAOBAO_吴亦凡宝宝站:#O网页链接#凡凡新年快乐,0,0,0,1
WyfYyl,02月11日22:57,来自Android, 好会阿！！！//@BABYCHERRY_吴亦凡资源博:#O网页链接#啊啊啊祝「吴」畏前行，「亦」飞冲天，「凡」事顺意，「牛」年大吉！,0,0,0,0
奈何情深缘浅20,02月11日22:57,来自Android, #吴亦凡北京春晚录制#,0,0,0,0
一花一界一曲一舞,02月11日22:57,, #O网页链接#我正在为吴亦凡打榜，吴亦凡现在排名第3，这个榜单福利超好，大家都在这儿打榜，快来加入我们吧！vx搜索小程序“超级明星榜”加入吴亦凡公会，一起打榜赢取福利！@超级明星榜​,0,0,0,0
硪是秃头小妖孽,02月11日22:57,来自RedmiK20Pro真旗舰, #吴亦凡#确实是,0,0,0,0
巫婆肉肉,02月11日22:57,来自iPhone客户端, #O网页链接# #吴亦凡#,0,0,0,0
木木兮兮NIIIII,02月11日22:57,来自HUAWEIP30, 吴亦凡,0,0,0,0
奈何情深缘浅20,02月11日22:57,来自Android, #吴亦凡北京台春晚录制#,0,0,0,0
上网是为了打架,02月11日22:57,来自微博国际版, //@不咕布谷://@索大门:#吴亦凡北京台春晚录制#//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,2,0,1
吥哭吥闹吥撒娇,02月11日22:57,来自iPhone客户端, 新年快乐🎆凡凡子好可爱#吴亦凡青簪行#,0,0,0,0
奈何情深缘浅20,02月11日22:57,来自Android, #吴亦凡北京春晚录制#,0,0,0,0
肥娥美女子,02月11日22:57,来自Android, #O网页链接#新年快乐鲵们。L肥娥美女子的微博视频​,0,0,0,1
银河系小饭,02月11日22:57,来自iPad客户端, #O网页链接#我正在为吴亦凡打榜，吴亦凡现在排名第3，这个榜单福利超好，大家都在这儿打榜，快来加入我们吧！vx搜索小程序“超级明星榜”加入吴亦凡公会，一起打榜赢取福利！@超级明星榜​,0,0,0,0
小明小鸣傻傻分不清楚,02月11日22:57,, 可爱//@米米9:可爱//@索大门:#吴亦凡北京台春晚录制#可可爱爱吴亦凡#吴亦凡陪NI过新年#,0,0,0,0
xhyfxhxz,02月11日22:57,来自iPhone客户端, #O网页链接# #吴亦凡走路气势#//@微尘爱美丽:#O网页链接#,0,0,0,0
lauresandy,02月11日22:57,来自Android, 牛年大吉，#O网页链接#,0,0,0,0
20XX_sugar-涵爱,02月11日22:57,来自小米8周年旗舰手机, 吴亦凡超话都来,0,0,0,0
KCyu_卿亦,02月11日22:57,来自吴亦凡金属徽章超话, 吴亦凡金属徽章我正在#爱豆生日汇#为#吴亦凡#打榜助力，Ta本月累计获得1259194朵应援花，排名第16！#爱豆生日汇#是一站式应援服务平台，拥有丰富真实的线上/线下投放资源。v/x搜索【爱豆生日汇】，加入打榜集结队伍，即可为Ta登顶榜单，赢取海量应援资源。@爱豆生日汇​,0,0,0,0
小陈今天也很想次鱼蛋,02月11日22:57,来自小爷吴亦凡超话, 小爷吴亦凡我正在#RingMe一环#记录#吴亦凡#的美好时光。每年365个的日夜，Ta已有192个重要事件被4207位粉丝一同铭记。快来加入我们，今后的时光，让我们相伴前行，为Ta记录每一份热爱。#RingMe一环#为蓝色光标旗下沉浸式追星分享互动平台，明星事件全记录，粉圈动态全搜罗，定制属于每个粉丝群体的专属追星乐园。v/x搜索【RingMe一环】。@RingMe一环  ,0,0,0,0
潮流大柜,02月11日22:58,来自iPhone客户端, 新年快乐哦！//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
超级四照媛,02月11日22:58,来自iPhone客户端, 【#NI和吴亦凡的贰叁事#wyfkrisnjj鲵51】，我投给了“2.@Mr_凡先生”,0,0,0,0
用户6622563780,02月11日22:58,来自小米6X拍人更美, #O网页链接#宝贝新年快乐大吉大利,0,0,0,0
巫婆肉肉,02月11日22:58,来自iPhone客户端, #O网页链接# #吴亦凡#,0,0,0,0
pikapika凡,02月11日22:58,来自OPPOReno55G, //@BABYCHERRY_吴亦凡资源博:#O网页链接#收下这个朴实的新年祝福了,0,0,0,0
是延煦啊,02月11日22:58,来自vivo智能手机客户端, //@苏荷小饭:期待吴亦凡,0,0,0,0
可乐追星,02月11日22:58,来自微博视频号, 福克斯就出歌diss吴亦凡道歉，一句话让吴亦凡落泪：感谢你来L可乐追星的微博视频​,0,0,1,1
沉溺在深海里的花,02月11日22:58,来自nova6SE好看拍出来看, 好会夸//@恋帅癖:从哥哥的左肩到右肩滴滴打车花了1106元，天塌了有个儿高的顶着，内娱完了有姓吴的撑着。部分内娱丑人身高没他鼻梁高，心眼比他嘴巴小，心胸比他脸还窄，谁对号入座谁急眼说的就是谁#流水的帅哥铁打的克里斯打铁的吴亦凡#,0,0,0,0
Lunar-k,02月11日22:58,来自FF'SAndroid, #O网页链接#新年快乐！哥哥！,0,0,0,0
硪是秃头小妖孽,02月11日22:58,来自RedmiK20Pro真旗舰, #吴亦凡#太帅了,0,0,0,0
or窗口,02月11日22:58,来自小米MIX3故宫特别版, 新年快乐#吴亦凡陪NI过新年#,0,0,0,0
WyfYyl,02月11日22:58,来自Android, 大年初一，为了吴亦凡！！！守住北京卫视！！！,0,0,0,0
莫挨哈人的真理,02月11日22:58,来自小米9, 这中间的是我和吴亦凡的儿子吧我靠这么幼暴露了暴露了,0,0,0,0
凡惜cindy,02月11日22:58,来自行走硅胶紫Android, 来点福利一起过年道明室懂？//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
BULEI耶,02月11日22:59,来自iPhone客户端, #O网页链接#,0,0,0,0
Mr_菲菲543548673,02月11日22:59,来自快充长续航魅蓝Note5, 我参与了@Lollipop_吴亦凡安利博发起的投票【#吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我投给了“2@Mr_凡先生”这个选项，你也快来表态吧~,0,0,0,0
galaxy_银韩,02月11日22:59,来自iPhone, #O网页链接#除夕快乐！新年快乐！//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
亦凡lgh,02月11日22:59,来自荣耀9XPRO, #O网页链接#,0,0,0,0
Coco_200402,02月11日22:59,来自nova7SE5G你在焦点在, //@吴亦凡吧-KrisBar:#O网页链接#新的一年我们凡凡平安健康，诸事顺遂，开开心心，自在坦荡！祝最爱的凡凡和每个你Happy牛year！,0,0,0,0
世俗一场隐藏的记忆,02月11日22:59,来自荣耀20S, #O网页链接# #陪你过年#新年快乐，牛年大吉,0,0,0,0
麍酸乸ss,02月11日22:59,来自iPhone客户端, //@吴亦凡Kris全球后援会:#O网页链接#新年快乐！！！,0,0,0,0
galaxy_银韩,02月11日22:59,来自iPhone, #O网页链接#HAPPY🐮YEAH//@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
Mr_阿悦-,02月11日22:59,来自HUAWEIP40Pro5G, #O网页链接#@Mr_凡先生新年快乐,0,0,0,0
你说你狗不狗,02月11日22:59,来自华为畅享20Pro, #吴亦凡走路气势#新年快乐,0,0,0,0
久久妮6353653356,02月11日22:59,来自小米8青春版潮流旗舰, 天神走路亦是心动，期待吴亦凡明晚北京台春晚舞台。,0,0,0,0
xhyfxhxz,02月11日22:59,来自iPhone客户端, #吴亦凡北京台春晚录制#,0,0,0,0
不给改名字哈,02月11日22:59,来自Android, //@Galaxy_fanfan_吴敌风火抡:#O网页链接#祝凡凡子牛年大吉，心想事成Happy牛yeah,0,0,0,0
游三木,02月11日22:59,来自iPhone客户端, //@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
硪是秃头小妖孽,02月11日22:59,来自RedmiK20Pro真旗舰, #吴亦凡#,0,0,0,0
FUXix616,02月11日22:59,来自nova7Pro你在焦点在, #O网页链接#又是没见过的系列@Mr_凡先生,0,0,0,0
你说你狗不狗,02月11日22:59,来自华为畅享20Pro, 【#吴亦凡北京台春晚录制#wyf51krisnjj鲵】，我投给了“2@Mr_凡先生”，你也快来表态吧~,0,0,0,0
Pinkwings0324,02月11日22:59,来自iPhone客户端, #吴亦凡#新年快乐啊,0,0,0,0
我的小宝贝凡凡20XX,02月11日22:59,来自vivoS1Pro升降自拍, 室室新年快乐，来年好好上班//@Mr_吴亦凡工作室:#O网页链接#接收到来自吴老板的新年祝福～吴亦凡工作室全体工作人员，祝每个你和你们，牛年行好运，Happy牛yeah每一天,0,0,0,0
KW娴,02月11日22:59,来自vivoX27Pro, 吴亦凡,0,0,0,0
亦就安然,02月11日22:59,来自小米8青春版潮流旗舰, //@索大门:#吴亦凡北京台春晚录制#可可爱爱吴亦凡#吴亦凡陪NI过新年#,0,0,0,0
·平安快乐·,02月11日22:59,来自华为手机畅享玩不停, #吴亦凡陪ni过新年#//@吴亦凡吧-KrisBar:#O网页链接#新的一年我们凡凡平安健康，诸事顺遂，开开心心，自在坦荡！祝最爱的凡凡和每个你Happy牛year！,0,0,0,0
天选之鲵,02月20日21:34,来自老母亲的Android, #吴亦凡青簪行#|#吴亦凡李舒白#@Mr_凡先生加油,0,0,0,0
产权公寓ep,02月20日21:35,来自小米10, #O网页链接#好好好ヾ^_^♪//@Mr_凡先生:明天和我一起畅游TempoWonderland,0,0,0,1
今朝有粮今朝磕,02月20日21:37,来自QQ音乐, 鹿晗/吴亦凡《咖啡（LHxKW）》K咖啡（LHxKW）@QQ音乐​,0,0,0,0
挑吃兔,02月20日21:37,来自小米8透明探索版, 吴亦凡,0,0,0,0
夜海幼影,02月20日21:38,来自HUAWEIMate305G, #吴亦凡微博之夜#,0,0,0,0
打爆你的肺,02月20日21:38,来自iPadPro, #O网页链接#直播等你//@Mr_凡先生:明天和我一起畅游TempoWonderland,0,0,0,0
